,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,greenbelt,nuisance,view,condition,grade,heat_source,sewer_system,sqft_above,sqft_basement,sqft_garage,sqft_patio,yr_built,yr_renovated,address,lat,long,postal_code,grade_code,condition_code,price_sqft
1026,7525400160,1/31/2022,1825000.0,3,2.5,2130,31174,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PRIVATE,1490,790,680,300,1978,0,"4106 229th Avenue Southeast, Sammamish, Washington 98075, United States",47.5719,-122.0336,98075,8,3,856.8075117370892
1028,7334601760,7/21/2021,545000.0,3,2.0,1230,9750,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PRIVATE,1230,0,460,0,1978,0,"44911 Southeast 146th Street, North Bend, Washington 98045, United States",47.46775,-121.74015,98045,7,3,443.0894308943089
1034,9292000090,5/27/2022,899000.0,3,2.0,2150,10300,1.0,NO,NO,NO,NONE,Very Good,8 Good,Electricity,PRIVATE,1110,1040,400,1020,1985,0,"9633 125th Place Southeast, Renton, Washington 98056, United States",47.51569,-122.17457,98056,8,5,418.13953488372096
1039,5419801290,6/18/2021,675000.0,4,3.0,2140,9800,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1360,1260,570,130,1985,0,"11707 Southeast 222nd Court, Kent, Washington 98031, United States",47.40272,-122.185025,98031,7,3,315.42056074766356
1058,6649250160,8/3/2021,630000.0,3,2.5,2110,9800,1.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,1510,800,570,390,1988,0,"29646 61st Avenue South, Auburn, Washington 98001, United States",47.33501,-122.25798,98001,9,3,298.5781990521327
1060,203101194,4/25/2022,1365000.0,4,3.0,3150,16240,1.0,NO,NO,NO,NONE,Very Good,8 Good,Gas,PRIVATE,1610,1540,0,820,1996,0,"3515 289th Avenue Northeast, Redmond, Washington 98053, United States",47.64022,-121.95259,98053,8,5,433.3333333333333
1083,5651500160,3/11/2022,268400.0,5,3.0,2290,8931,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1140,1150,0,270,1989,0,"4955 South 298th Street, Auburn, Washington 98001, United States",47.33466,-122.27119,98001,7,4,117.20524017467248
1100,723069067,6/3/2022,760000.0,4,2.5,2430,83635,1.0,NO,NO,YES,NONE,Average,9 Better,Gas,PRIVATE,2430,0,500,140,1980,0,"12713 184th Avenue Southeast, Renton, Washington 98059, United States",47.48862,-122.09627,98059,9,3,312.75720164609055
1106,8078570240,1/21/2022,597000.0,3,2.0,1340,8023,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1340,0,460,0,1989,0,"12605 Southeast 223rd Drive, Kent, Washington 98031, United States",47.401965,-122.1725,98031,7,3,445.5223880597015
1122,8857780140,3/15/2022,800000.0,3,2.0,1770,6109,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1450,780,460,100,1985,0,"4631 South Raymond Place, Seattle, Washington 98118, United States",47.547985,-122.27401,98118,7,3,451.97740112994353
1135,739500160,6/24/2021,572500.0,4,3.0,1632,8760,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1152,1056,576,170,2011,0,"21237 110th Avenue Southeast, Kent, Washington 98031, United States",47.41089,-122.19419,98031,7,3,350.796568627451
1137,3649100146,1/28/2022,640000.0,3,2.5,1450,10090,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1040,920,510,150,1988,0,"7031 Northeast 152nd Court, Kenmore, Washington 98028, United States",47.73903,-122.24528,98028,7,3,441.37931034482756
1150,4046501130,7/1/2021,840000.0,3,2.5,2090,13996,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PRIVATE,2090,0,580,480,2001,0,"31311 Northeast 108th Street, Carnation, Washington 98014, United States",47.694215,-121.920395,98014,8,3,401.9138755980861
1152,8016200610,8/13/2021,640000.0,4,3.0,2120,12329,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1440,760,490,0,1992,0,"26225 129th Avenue Southeast, Kent, Washington 98030, United States",47.36625,-122.16919,98030,8,3,301.8867924528302
1162,1443400090,9/24/2021,1275000.0,3,2.5,1800,7420,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1380,680,550,0,1980,0,"10609 Northeast 125th Place, Kirkland, Washington 98034, United States",47.71239,-122.199695,98034,8,4,708.3333333333334
1195,1123089052,10/21/2021,1191000.0,3,2.0,1740,12505,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PRIVATE,1740,0,580,0,1997,0,"44220 Southeast Mount Si Road, North Bend, Washington 98045, United States",47.48535,-121.74955,98045,7,4,684.4827586206897
1197,3291800090,4/27/2022,770000.0,3,3.0,1480,8369,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1040,880,440,500,1980,0,"Edmonds Court Southeast, Renton, Washington 98058, United States",47.46398,-122.18487,98058,7,5,520.2702702702703
1241,8125200025,9/7/2021,695950.0,2,2.5,2310,9604,1.0,NO,NO,YES,GOOD,Average,8 Good,Gas,PUBLIC,2310,660,980,980,1993,0,"16807 53rd Avenue South, Tukwila, Washington 98188, United States",47.45211,-122.267355,98188,8,3,301.27705627705626
1244,104520050,8/2/2021,302000.0,3,2.0,1246,7247,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1246,0,484,526,1984,0,"1531 Southwest 325th Place, Federal Way, Washington 98023, United States",47.309805,-122.3552,98023,7,3,242.3756019261637
1247,104520130,6/10/2021,570000.0,3,2.5,1640,7193,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1290,730,440,400,1985,0,"1516 Southwest 325th Place, Federal Way, Washington 98023, United States",47.31008,-122.354365,98023,7,5,347.5609756097561
1252,3876540730,6/19/2021,520000.0,4,2.5,1570,8633,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1130,800,440,120,1985,0,"2618 South 379th Place, Federal Way, Washington 98003, United States",47.26156,-122.2991,98003,7,4,331.21019108280257
1264,7760400470,7/18/2021,559000.0,4,2.0,1690,7789,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1230,850,480,280,1994,0,"25736 201st Avenue Southeast, Covington, Washington 98042, United States",47.37179,-122.07287,98042,7,3,330.7692307692308
1279,7264900040,7/6/2021,1440000.0,3,2.5,2250,9155,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1940,950,890,100,1980,0,"9612 172nd Avenue Northeast, Redmond, Washington 98052, United States",47.68736,-122.11033,98052,8,4,640.0
1304,2916620040,12/10/2021,525000.0,3,2.0,1560,10112,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1080,920,440,230,1981,0,"19628 Southeast 264th Court, Covington, Washington 98042, United States",47.36517,-122.07956,98042,7,3,336.53846153846155
1305,3438501413,8/11/2021,720000.0,4,3.0,1990,5289,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1320,1340,670,140,2004,0,"5952 26th Avenue Southwest, Seattle, Washington 98106, United States",47.54861500000001,-122.364975,98106,7,4,361.80904522613065
1321,1428001200,5/19/2022,960000.0,3,2.5,1800,132422,1.0,NO,NO,NO,NONE,Average,6 Low Average,Gas,PRIVATE,900,900,0,1200,1981,0,"4204 272nd Avenue Northeast, Redmond, Washington 98053, United States",47.6461,-121.9753,98053,6,3,533.3333333333334
1326,1796380390,12/1/2021,580000.0,3,2.5,2070,9391,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1450,960,460,130,1990,0,"19204 Southeast 259th Place, Covington, Washington 98042, United States",47.369325,-122.0849,98042,7,3,280.19323671497585
1328,126039234,12/25/2021,671000.0,4,3.0,1950,7200,1.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,1250,1130,560,820,1982,0,"104 North 195th Court, Shoreline, Washington 98133, United States",47.77098,-122.35768,98133,8,3,344.1025641025641
1329,6388550160,3/9/2022,875000.0,4,2.5,2130,7295,1.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,1380,750,440,140,1997,0,"14423 4th Court South, Burien, Washington 98168, United States",47.47373,-122.32949,98168,8,3,410.7981220657277
1332,7338000660,6/17/2021,375000.0,2,1.0,1070,5249,1.0,NO,NO,NO,NONE,Good,6 Low Average,Gas,PUBLIC,1070,0,260,0,1986,0,"1215 M St NE, Auburn, Washington 98002, United States",47.31905,-122.21363,98002,6,4,350.4672897196262
1333,6055000200,1/18/2022,900000.0,3,2.5,2440,36655,1.0,NO,NO,NO,GOOD,Good,8 Good,Electricity,PRIVATE,2440,0,710,1200,1979,0,"27427 Southeast 401st Street, Enumclaw, Washington 98022, United States",47.24178,-121.97563999999998,98022,8,4,368.8524590163934
1337,9264921100,7/12/2021,570000.0,3,2.0,1600,8678,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1600,0,480,380,1983,0,"32324 8th Avenue Southwest, Federal Way, Washington 98023, United States",47.312215,-122.34492,98023,8,3,356.25
1370,9329300110,5/4/2022,1100000.0,5,3.0,2100,8304,1.0,NO,NO,YES,NONE,Good,7 Average,Gas,PUBLIC,1190,1080,450,80,1981,0,"13208 Northeast 129th Place, Kirkland, Washington 98034, United States",47.71606,-122.163895,98034,7,4,523.8095238095239
1376,3671000330,10/12/2021,450000.0,2,1.5,1400,10208,1.0,NO,NO,NO,NONE,Very Good,7 Average,Electricity,PUBLIC,920,860,380,60,1981,0,"21128 127th Place Southeast, Kent, Washington 98031, United States",47.412725,-122.170875,98031,7,5,321.42857142857144
1442,8651442500,3/10/2022,545000.0,3,2.0,1500,5200,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1060,880,440,120,1978,0,"18744 Southeast 268th Street, Covington, Washington 98042, United States",47.36294,-122.09056,98042,7,4,363.3333333333333
1443,9406450020,9/19/2021,700000.0,5,3.0,2540,6674,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1550,1500,510,220,1998,0,"23921 216th Place Southeast, Maple Valley, Washington 98038, United States",47.38741,-122.05317,98038,7,3,275.59055118110234
1450,7504020490,9/7/2021,1000000.0,4,2.5,2810,13300,1.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,1820,1610,620,410,1978,0,"2332 Sahalee Drive East, Sammamish, Washington 98074, United States",47.63119,-122.05024,98074,9,3,355.87188612099646
1452,9407100590,7/22/2021,721000.0,3,1.0,1250,10560,1.0,NO,NO,NO,NONE,Very Good,7 Average,Electricity,PRIVATE,1250,0,530,80,1979,0,"42922 Southeast 176th Street, North Bend, Washington 98045, United States",47.4422,-121.7672,98045,7,5,576.8
1454,123039188,6/29/2021,576000.0,3,2.0,1780,8160,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1220,1060,500,100,1979,0,"9815 24th Avenue Southwest, Seattle, Washington 98106, United States",47.51501,-122.36347,98106,7,3,323.59550561797755
1456,2310000550,11/3/2021,591000.0,3,2.5,1350,7664,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1350,0,420,290,1990,0,"27501 227th Avenue Southeast, Maple Valley, Washington 98038, United States",47.355225,-122.039785,98038,7,4,437.77777777777777
1457,2672300070,8/9/2021,867000.0,3,2.0,1760,8681,1.0,NO,NO,NO,NONE,Very Good,8 Good,Gas,PUBLIC,1760,0,420,600,1979,0,"2926 Northeast 193rd Street, Lake Forest Park, Washington 98155, United States",47.76884,-122.297665,98155,8,5,492.6136363636364
1458,2212500230,5/19/2022,950000.0,5,3.0,2870,22800,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PRIVATE,1660,1650,440,600,1995,0,"29853 111th Avenue Southeast, Auburn, Washington 98092, United States",47.33361,-122.1938,98092,7,5,331.01045296167246
1460,5631501070,9/24/2021,1050000.0,4,2.5,2000,11200,1.0,NO,NO,NO,NONE,Good,8 Good,Electricity,PUBLIC,2000,0,480,560,1984,0,"8103 Northeast 158th Street, Kenmore, Washington 98028, United States",47.74283,-122.23239,98028,8,4,525.0
1505,1421069071,8/1/2021,671819.0,4,3.0,2260,9661,1.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,2260,0,690,320,2021,0,"24601 Morgan Street, Black Diamond, Washington 98010, United States",47.31067,-122.014155,98010,8,3,297.2650442477876
1506,7101800080,6/17/2021,500000.0,3,2.0,1100,7318,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1100,0,440,0,1995,0,"635 6th Avenue South, Kent, Washington 98032, United States",47.3754,-122.23963,98032,7,3,454.54545454545456
1510,3355900710,12/13/2021,455000.0,3,2.0,1250,8050,1.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,1250,0,570,0,1979,0,"118 Saint Paul Boulevard, Pacific, Washington 98047, United States",47.266955,-122.24713,98047,7,3,364.0
1512,2228900139,9/24/2021,885000.0,5,3.0,2440,7228,1.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,1220,1220,520,270,1986,0,"738 North 195th Street, Shoreline, Washington 98133, United States",47.770725,-122.349465,98133,8,3,362.7049180327869
1525,6669020580,10/15/2021,550000.0,3,3.0,2190,7420,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1310,1290,440,310,1979,0,"3724 South 254th Place, Kent, Washington 98032, United States",47.37348,-122.284665,98032,8,3,251.1415525114155
1528,5422560880,9/14/2021,1100000.0,3,2.5,2140,7740,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1370,1260,490,450,1978,0,"15817 Northeast 66th Place, Redmond, Washington 98052, United States",47.66455,-122.12932,98052,8,3,514.018691588785
1530,7504101520,5/26/2022,1775000.0,5,4.0,4610,10890,1.0,NO,NO,NO,NONE,Average,10 Very Good,Gas,PUBLIC,2390,2220,600,430,1983,0,"2709 224th Avenue Northeast, Sammamish, Washington 98074, United States",47.63345,-122.04099,98074,10,3,385.03253796095447
1538,6795100420,9/8/2021,2300000.0,3,2.0,2660,18738,1.0,YES,NO,NO,EXCELLENT,Average,8 Good,Gas,PUBLIC,1970,690,520,610,1982,0,"2742 222nd Avenue Southeast, Sammamish, Washington 98075, United States",47.58509,-122.04312,98075,8,3,864.6616541353384
1550,7221400323,6/25/2021,1100000.0,4,2.5,4110,11360,1.0,NO,NO,NO,GOOD,Average,9 Better,Gas,PUBLIC,2150,1960,650,750,1999,0,"538 Renton Avenue South, Renton, Washington 98057, United States",47.47508,-122.20015,98057,9,3,267.639902676399
1589,899020050,10/7/2021,440000.0,3,1.0,1100,10027,1.0,NO,NO,NO,NONE,Good,6 Low Average,Electricity,PUBLIC,1100,0,310,0,1986,0,"2722 Green River Court, Enumclaw, Washington 98022, United States",47.204385,-122.00438,98022,6,4,400.0
1590,3574801280,10/27/2021,958000.0,3,2.5,2070,8772,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1390,1330,650,440,1978,0,"8624 Northeast 143rd Street, Kirkland, Washington 98034, United States",47.73056,-122.22464,98034,8,3,462.80193236714973
1596,200030060,12/13/2021,1475000.0,4,3.5,2680,53324,1.0,NO,NO,YES,NONE,Average,9 Better,Gas,PUBLIC,2680,0,710,540,1993,0,"25411 156th Avenue Southeast, Covington, Washington 98042, United States",47.37386,-122.1346,98042,9,3,550.3731343283582
1601,5259800490,9/3/2021,515000.0,3,2.0,1330,5700,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1330,0,540,120,1983,0,"31120 11th Place Southwest, Federal Way, Washington 98023, United States",47.32274,-122.34978999999998,98023,7,4,387.21804511278197
1606,2095800010,3/17/2022,1500000.0,3,2.5,2090,5801,1.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,1630,820,430,60,1987,0,"16416 118th Avenue Northeast, Bothell, Washington 98011, United States",47.74799,-122.18322,98011,8,3,717.7033492822967
1607,2525310620,7/7/2021,430000.0,3,1.0,1100,9576,1.0,NO,NO,NO,NONE,Average,6 Low Average,Gas,PRIVATE,1100,0,0,0,1980,0,"23320 Southeast 265th Street, Maple Valley, Washington 98038, United States",47.36424,-122.02941,98038,6,3,390.90909090909093
1615,1796360350,10/13/2021,560000.0,3,2.0,1240,8659,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1240,0,530,50,1986,0,"18914 Southeast 263rd Street, Covington, Washington 98042, United States",47.36628,-122.08875,98042,7,5,451.61290322580646
1621,9232900060,6/11/2021,750000.0,3,2.5,1790,6350,1.0,NO,NO,YES,NONE,Average,7 Average,Gas,PUBLIC,1150,1060,460,0,1988,0,"9252 Palatine Avenue North, Seattle, Washington 98103, United States",47.69755,-122.35633500000002,98103,7,3,418.99441340782124
1622,8116100160,10/28/2021,910000.0,6,3.0,2060,3931,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1330,1030,290,170,1991,0,"2655 South Hanford Street, Seattle, Washington 98144, United States",47.57494000000001,-122.29833,98144,7,5,441.747572815534
1656,1796360190,7/16/2021,575000.0,3,2.0,1590,6966,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1590,0,460,190,1984,0,"26219 188th Avenue Southeast, Covington, Washington 98042, United States",47.366855,-122.09111,98042,7,4,361.6352201257862
1664,3782400290,10/5/2021,757500.0,3,2.5,1530,9656,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1530,0,500,200,1988,0,"26704 Northeast Comegys Street, Duvall, Washington 98019, United States",47.733215,-121.98153,98019,7,3,495.0980392156863
1677,2025701400,6/10/2021,517950.0,3,2.0,1410,8096,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1410,0,410,260,1992,0,"22905 Southeast 281st Place, Maple Valley, Washington 98038, United States",47.3493,-122.037325,98038,7,4,367.3404255319149
1679,1091500090,9/15/2021,655000.0,4,2.5,2460,15450,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1560,1340,440,350,1988,0,"22911 101st Place Southeast, Kent, Washington 98031, United States",47.39633,-122.20553,98031,7,3,266.260162601626
1698,7287100186,7/7/2021,1100000.0,3,2.0,2250,19426,1.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,2250,0,510,0,1982,0,"319 North 188th Street, Shoreline, Washington 98133, United States",47.765095,-122.35566,98133,8,3,488.8888888888889
1711,3874010190,3/23/2022,712000.0,5,3.0,2190,9625,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1460,1460,730,95,1998,0,"3727 South 284th Place, Auburn, Washington 98001, United States",47.34637,-122.285265,98001,7,4,325.11415525114154
1713,9485920250,8/24/2021,730000.0,4,3.0,2180,36680,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PRIVATE,1310,1150,450,900,1978,0,"28243 187th Avenue Southeast, Kent, Washington 98042, United States",47.34872,-122.09402,98042,8,4,334.86238532110093
1733,6844700755,12/7/2021,815000.0,3,2.5,1840,3291,1.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,1090,1090,340,90,1986,0,"3502 Northeast 91st Street, Seattle, Washington 98115, United States",47.6947,-122.29036,98115,7,3,442.9347826086956
1752,1443300120,11/22/2021,685000.0,3,2.0,1690,35206,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PRIVATE,1690,0,860,750,1988,0,"39504 303rd Avenue Southeast, Enumclaw, Washington 98022, United States",47.246955,-121.93697,98022,7,3,405.32544378698225
1759,9269750230,4/25/2022,475000.0,2,2.0,1190,10105,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1190,0,460,230,1983,0,"35427 18th Avenue Southwest, Federal Way, Washington 98023, United States",47.28353,-122.35804,98023,7,3,399.15966386554624
1794,5360200009,10/6/2021,600000.0,3,2.5,1800,48074,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PRIVATE,1230,570,460,0,1983,0,"34306 33rd Place Southwest, Federal Way, Washington 98023, United States",47.2942,-122.37509,98023,7,4,333.3333333333333
1803,6929601690,12/8/2021,570000.0,4,3.0,1940,7500,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1120,1050,440,60,1980,0,"24311 22nd Place South, Des Moines, Washington 98198, United States",47.383835,-122.305125,98198,7,3,293.8144329896907
1804,2124079094,7/20/2021,1275000.0,3,3.0,2550,200376,1.0,NO,NO,NO,NONE,Good,9 Better,Electricity,PRIVATE,2550,0,820,840,1990,0,"32310 Southeast 54th Street, Fall City, Washington 98024, United States",47.5531,-121.9101,98024,9,4,500.0
1816,9264910180,6/28/2021,575000.0,3,2.5,2060,7350,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1640,800,500,70,1980,0,"318 Southwest 327th Place, Federal Way, Washington 98023, United States",47.30906,-122.33874,98023,8,3,279.126213592233
1827,1139600350,6/18/2021,650000.0,3,3.0,1940,10643,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1370,720,480,260,1987,0,"101 Southwest 366th Street, Federal Way, Washington 98023, United States",47.27365,-122.33506,98023,8,4,335.0515463917526
1838,7527420160,5/25/2022,1950000.0,6,3.0,2970,35980,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PRIVATE,1670,1650,670,440,1978,0,"20009 Southeast 20th Place, Sammamish, Washington 98075, United States",47.59103,-122.0727,98075,8,4,656.5656565656566
1841,5256800020,10/12/2021,1007500.0,3,2.0,1610,8344,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1610,0,440,740,1982,0,"19912 105th Place Northeast, Bothell, Washington 98011, United States",47.773105,-122.19975,98011,8,4,625.776397515528
1851,7937900210,8/4/2021,1575000.0,4,4.5,4860,40426,1.0,NO,NO,NO,NONE,Good,11 Excellent,Gas,PRIVATE,2930,1930,1030,440,2002,0,"19420 185th Ave SE, Renton, Washington 98058, United States",47.428655,-122.093075,98058,11,4,324.0740740740741
1873,3793600100,6/29/2021,1250000.0,3,2.5,1730,18231,1.0,YES,NO,NO,GOOD,Good,9 Better,Gas,PRIVATE,930,800,530,810,1978,0,"13525 East Lake Kathleen Drive Southeast, Renton, Washington 98059, United States",47.48066,-122.08707,98059,9,4,722.543352601156
1875,8658300261,3/1/2022,825000.0,3,2.0,1220,5065,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1220,0,420,230,2020,0,"32328 East Rutherford Street, Carnation, Washington 98014, United States",47.65036,-121.90791000000002,98014,7,3,676.2295081967213
1878,2211700340,11/3/2021,1700000.0,4,3.0,2780,20000,1.0,NO,NO,NO,NONE,Average,9 Better,Electricity,PUBLIC,2780,0,480,650,1978,0,"4564 165th Avenue Southeast, Bellevue, Washington 98006, United States",47.563685,-122.119869,98006,9,3,611.5107913669065
1884,7968000040,2/2/2022,475000.0,2,1.0,1040,10650,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PRIVATE,1040,0,390,0,1982,0,"3055 South Star Lake Road, Auburn, Washington 98001, United States",47.35256,-122.292495,98001,7,3,456.7307692307692
1891,7760400520,11/30/2021,470000.0,3,2.0,1130,8476,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1130,0,560,130,1995,0,"20224 Southeast 258th Street, Covington, Washington 98042, United States",47.370945,-122.07141,98042,7,3,415.929203539823
1908,7575610320,3/28/2022,550000.0,3,2.0,1370,5187,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1370,0,420,150,1987,0,"2175 South 278th Street, Federal Way, Washington 98003, United States",47.35239,-122.30366,98003,8,3,401.45985401459853
1911,9407001680,5/17/2022,609950.0,2,1.0,910,9215,1.0,NO,NO,NO,NONE,Very Good,7 Average,Electricity,PRIVATE,910,0,290,220,1983,0,"16803 425th Avenue Southeast, North Bend, Washington 98045, United States",47.448725,-121.774335,98045,7,5,670.2747252747253
